LISTEN TO AUDIO	Title	Composer	Performers	Date of composition	Date of perfomance	Notes/Description	Subjects	Physical Description	Type	Digital Reproduction Information	Digital Collection	Repository	Repository Collection Guide	Call Number/Location	Cite as	Restrictions	Contact and Ordering Information	Acquisition	File name	Language	Format	Coverage-Spatial	Publisher	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-8_ceremony_of_psalms-master2of2_ca1970-song2.mp3	Ceremony of psalms, psalm 111.	Thornton, William.	Trinity University (San Antonio, Tex.). Choir.; Zetty, Claude.; Smith, Campbell.; San Antonio Symphony Orchestra Percussion Ensemble.	1969	1969	Ceremony of Psalms is a collection of 9 psalms commissioned by Trinity University for its 1969 centennial year.  This performance was at Margarite B. Parker Chapel by the Trinity University Choir, Claude Zetty, conductor, Campbell Smith, organ, and the percussion ensemble of the San Antonio Symphony.  There were two centennial celebration concerts, November 9 or 16, 1969.	Psalms (Music)--111th Psalm.; Choruses, Sacred (Mixed voices) with organ.; Percussion ensembles.; Oratorios.; Trinity University (San Antonio, Tex.)--Centennial celebrations, etc.	1 sound tape reel (21 min.) : analog, 15 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-8_ceremony_of_psalms-master2of2_ca1970-song2.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/30	30	31.pdf	/p15140coll54/image/31.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-7_ceremony_of_psalms-master1of2_ca1970-song2.mp3	Ceremony of psalms, psalm 131.	Thornton, William.	Zetty, Claude.; Smith, Campbell.; Phillips, Rosalind.	1969	1969	Ceremony of Psalms is a collection of 9 psalms commissioned by Trinity University for its 1969 centennial year.  This performance was at Margarite B. Parker Chapel by Claude Zetty, conductor, Campbell Smith, organ, Rosalind Phillips, soprano.  There were two centennial celebration concerts, November 9 or 16, 1969.	Psalms (Music)--131st Psalm.; Organ music.; Sacred vocal music.; Oratorios.; Trinity University (San Antonio, Tex.)--Centennial celebrations, etc.	1 sound tape reel (21 min.) : analog, 15 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-7_ceremony_of_psalms-master1of2_ca1970-song2.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/31	31	32.pdf	/p15140coll54/image/32.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-7_ceremony_of_psalms-master1of2_ca1970-song3.mp3	Ceremony of psalms, psalm 136.	Thornton, William.	Trinity University (San Antonio, Tex.). Choir.; Zetty, Claude.; Smith, Campbell.; San Antonio Symphony Orchestra Percussion Ensemble.	1969	1969	Ceremony of Psalms is a collection of 9 psalms commissioned by Trinity University for its 1969 centennial year.  This performance was at Margarite B. Parker Chapel by the Trinity University Choir, Claude Zetty, conductor, Campbell Smith, organ, and the percussion ensemble of the San Antonio Symphony.  There were two centennial celebration concerts, November 9 or 16, 1969.	Psalms (Music)--136th Psalm.; Choruses, Sacred (Mixed voices) with organ.; Percussion ensembles.; Trinity University (San Antonio, Tex.)--Centennial celebrations, etc.	1 sound tape reel (21 min.) : analog, 15 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-7_ceremony_of_psalms-master1of2_ca1970-song3.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/32	32	33.pdf	/p15140coll54/image/33.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-7_ceremony_of_psalms-master1of2_ca1970-song5.mp3	Ceremony of psalms, psalm 150.	Thornton, William.	Trinity University (San Antonio, Tex.). Choir.; Zetty, Claude.; Smith, Campbell.; San Antonio Symphony Orchestra Percussion Ensemble.	1969	1969	Ceremony of Psalms is a collection of 9 psalms commissioned by Trinity University for its 1969 centennial year.  This performance was at Margarite B. Parker Chapel by the Trinity University Choir, Claude Zetty, conductor, Campbell Smith, organ, and the percussion ensemble of the San Antonio Symphony.  There were two centennial celebration concerts, November 9 or 16, 1969.	Psalms (Music)--150th Psalm.; Choruses, Sacred (Mixed voices) with organ.; Percussion ensembles.; Oratorios.; Trinity University (San Antonio, Tex.)--Centennial celebrations, etc.	1 sound tape reel (21 min.) : analog, 15 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-7_ceremony_of_psalms-master1of2_ca1970-song5.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/33	33	34.pdf	/p15140coll54/image/34.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-7_ceremony_of_psalms-master1of2_ca1970-song1.mp3	Ceremony of psalms, psalm 4.	Thornton, William.	Trinity University (San Antonio, Tex.). Women's Choir.; Zetty, Claude.; Smith, Campbell.	1969	1969	Ceremony of Psalms is a collection of 9 psalms commissioned by Trinity University for its 1969 centennial year.  This performance was at Margarite B. Parker Chapel by the Trinity University Women's Choir, Claude Zetty, conductor, Campbell Smith, organ.  There were two centennial celebration concerts, November 9 or 16, 1969.	Psalms (Music)--4th Psalm.; Choruses, Sacred (Women's voices) with organ.; Oratorios.; Trinity University (San Antonio, Tex.)--Centennial celebrations, etc.	1 sound tape reel (21 min.) : analog, 15 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-7_ceremony_of_psalms-master1of2_ca1970-song1.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/34	34	35.pdf	/p15140coll54/image/35.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-8_ceremony_of_psalms-master2of2_ca1970-song3.mp3	Ceremony of psalms, psalm 88.	Thornton, William.	Zetty, Claude.; Smith, Campbell.; West, Donald.; San Antonio Symphony Orchestra Percussion Ensemble.	1969	1969	Ceremony of Psalms is a collection of 9 psalms commissioned by Trinity University for its 1969 centennial year.  This performance was at Margarite B. Parker Chapel by  Claude Zetty, conductor, Campbell Smith, organ, Donald West, baritone, and the percussion ensemble of the San Antonio Symphony.  There were two centennial celebration concerts, November 9 or 16, 1969.	Psalms (Music)--88th Psalm.; Sacred vocal music.; Organ music.; Percussion ensembles.; Oratorios.; Trinity University (San Antonio, Tex.)--Centennial celebrations, etc.	1 sound tape reel (21 min.) : analog, 15 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-8_ceremony_of_psalms-master2of2_ca1970-song3.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/35	35	36.pdf	/p15140coll54/image/36.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-22_electronic_music_workshop_thornton_reel_II.mp3	Electronic music workshop.	Thornton, William.		1984	1984 (probable year).	This piece is a collection of sounds and experimentations with electronic tape music.  It was made in preparation for Water Tower Music, Thornton's first and only electronic work.	Electronic music.	1 sound tape reel (24 min.) : analog, 15 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-22_electronic_music_workshop_thornton_reel_II.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/36	36	37.pdf	/p15140coll54/image/37.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-50_homage_for_chamber_orchestra-premier_3-8-88.mp3	Homage for chamber orchestra.	Thornton, William.	Southern Methodist University. Perspectives Ensemble.; Russo, John.	1987	1988-03-08 (March 8, 1988)	Homage for Chamber Orchestra was commissioned through a competition held by the Manuscript Archives Committee and the Texas Federation of Music Clubs in memory of Caroline Bock.  The premiere performance took place at Southern Methodist University hosting the Festival of Texas Composers by the SMU Perspectives Ensemble, John Russo conducting.  Instrumentation is flutes, oboe, clarinet in B-flat, harp, violins, violas, celli, bass.	Chamber orchestra music.; Festival of Texas Composers (1988 : Ft. Worth, Tex.)	1 sound tape reel (20 min.) : analog, 7.5 ips, stereo.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-50_homage_for_chamber_orchestra-premier_3-8-88.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/37	37	38.pdf	/p15140coll54/image/38.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-79_improvisation-at_lutcher-side_1.mp3	Improvisation 'at Lutcher'.	Thornton, William.	Thornton, William.	1940?-1949?	1940?-1950?	Information about this work is non-existent in the collection.  It is not certain that this is a Thornton composition.  The date was generated by the range of dates inclusive to the dates for the other discs in this collection.  It is a supposition that Thornton is the actual performer based on his piano skills in 'Improvisation'.  Instrumentation is solo piano.	Piano music.; Solo instrument music.; Improvisation (Music)	1 sound disc (3 min. 30 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-79_improvisation-at_lutcher-side_1.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/38	38	39.pdf	/p15140coll54/image/39.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-80_improvisation_1948_sideIandII.mp3	Improvisation: 'lesson in music' and 'night on bald-ass mountain'.	Thornton, William.;Madison, Harry.	Thornton, William.; Madison, Harry.	1948	1948	Harry Madison and William Thornton created 'Lesson in Music' and 'Night on Bald-Ass Mountain' as parodies to classical music and its repertoire.  Lesson in Music, lasting 4:35 minutes contains lessons in chordal harmonies and structures with William Thornton on piano and Harry Madison narrating.  'Night on Bald-Ass Mountain' (4:42 minutes) is dedicated to Thornton's wife, Vivian, and is an improvised piano parody of the classical orchestral work 'Night on Bald Mountain' by Modest Mussorgsky, 1886.  Again, Thornton on piano and Harry Madison narrating.	Piano music.; Solo instrument music.; Improvisation (Music); Mussorgsky, Modest Petrovich, 1839-1881. Night on Bald Mountain--Parodies, imitations, etc.	1 sound disc (4 min. 30 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-80_improvisation_1948_sideIandII.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/39	39	40.pdf	/p15140coll54/image/40.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-78_invention_for_two_trumpets-duet for trumpets-side1.mp3	Invention for two trumpets, duet for trumpets.			1940?-1949?	1940?-1950?	Information about this work is non-existent in the collection.  It is not certain that this is a Thornton composition.  ""Vandy and Boehle"" is hand-written on the artifact and it is a supposition that they are the performers.	Trumpet music (Trumpets (2))	1 sound disc (1 min. 30 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-78_invention_for_two_trumpets-duet for trumpets-side1.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/40	40	41.pdf	/p15140coll54/image/41.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/cass-66A_guitar_quartet-1stmovement_in_progress_bordertown-suite_for_guitar-roland_synthesizer_sidea.mp3	Quartet for classical guitars. 1st movement, Bordertown.	Thornton, William.		1994	1994	Quartet for Classical Guitars was comissioned by the San Antonio Guitar Quartet and premiered at the 1994 Festival of Texas Composers hosted by the University of Texas, Austin.  This recording is the movement 'Bordertown' performed on a Roland Synthesizer.	Plucked instrument quartets (Guitars (4)); Electronic keyboard (Synthesizer) music.; Festival of Texas Composers (1994 : Austin, Tex.)	1 sound cassette (32 min) : analog.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	cass-66A_guitar_quartet-1stmovement_in_progress_bordertown-suite_for_guitar-roland_synthesizer_sidea.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/41	41	42.pdf	/p15140coll54/image/42.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-59_now_when_her_mouth_shapes_words_of_love-with_other_songs-original.mp3	Three songs of H.L. Sutton, now when her mouth shapes words of love.	Thornton, William.	Phillips, Rosalind.; McGee, Marvin.	1957	1966-03-30 (March 26, 1966)	This performance is at the Fifth Annual Contemporary Music Conference hosted at Sam Houston State University by Rosalind Phillips, soprano; Marvin McGee, piano.  This recording is of the second movement only: Now, When Her Mouth Shapes Words of Love.	Songs (High voice) with piano.; Contemporary Music Conference (5th : 1966 : Huntsville, Tex.)	1 sound tape reel (9 min.) : analog, 7.5 ips, mono.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-59_now_when_her_mouth_shapes_words_of_love-with_other_songs-original.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/42	42	43.pdf	/p15140coll54/image/43.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/rr-59_stilled_image-with_other_songs-original.mp3	Three songs of H.L. Sutton, stilled image.	Thornton, William.	Phillips, Rosalind.; McGee, Marvin.	1957	1966-03-30 (March 26, 1966)	This performance is at the Fifth Annual Contemporary Music Conference hosted at Sam Houston State University by Rosalind Phillips, soprano; Marvin McGee, piano.  This recording is of the third movement only: Still Image.	Songs (High voice) with piano.; Contemporary Music Conference (5th : 1966 : Huntsville, Tex.)	1 sound tape reel (9 min.) : analog, 7.5 ips, mono.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	rr-59_stilled_image-with_other_songs-original.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/43	43	44.pdf	/p15140coll54/image/44.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-82_cello_sonatina-1stmovement-side1_1942.mp3	Sonatina for violoncello (or clarinet) and piano.	Thornton, William.	Vandersall, D. R.; Pickard, Jack.	1940	1942-08-06 (August 6, 1942)	This recording features D.R. Vandersall, violoncello, and Jack Pickard, piano, performing only the first movement.	Sonatas (Violoncello and piano); Violoncello and piano music.; Solo instrument music.	1 sound disc (2 min. 15 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-82_cello_sonatina-1stmovement-side1_1942.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/44	44	45.pdf	/p15140coll54/image/45.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-88_sonatina_for_clarinet_and_piano-1stmovement-side1_1942.mp3	Sonatina for violoncello (or clarinet) and piano. 1st movement.	Thornton, William.	Cain, Ben E.; Cain, Lorene Thornton.	1940	1948-05-09 (May 9, 1948)	Originally for violoncello or clarinet, this recording features clarinet and piano performing the first movement.  Ben E. Cain, clarinet, and Lorene Thornton Cain, piano.	Sonatas (Clarinet and piano); Clarinet and piano music.; Solo instrument music.	1 sound disc (4 min. 30 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-88_sonatina_for_clarinet_and_piano-1stmovement-side1_1942.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/45	45	46.pdf	/p15140coll54/image/46.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-88_sonatina_for_clarinet_and_piano-2ndmovement-side2_1942.mp3	Sonatina for violoncello (or clarinet) and piano. 2nd movement.	Thornton, William.	Cain, Ben E.; Cain, Lorene Thornton.	1940	1948-05-09 (May 9, 1948)	Originally for violoncello or clarinet, this recording features clarinet and piano performing the second movement.  Ben E. Cain, clarinet, and Lorene Thornton Cain, piano.	Sonatas (Clarinet and piano); Clarinet and piano music.; Solo instrument music.	1 sound disc (4 min. 30 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-88_sonatina_for_clarinet_and_piano-2ndmovement-side2_1942.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/46	46	47.pdf	/p15140coll54/image/47.pdf
http://multimedia.lsu.edu/louis/oral_histories/LSU/p15140coll54/disc-89_sonatina_for_clarinet_and_piano-3rdmovement_1942.mp3	Sonatina for violoncello (or clarinet) and piano. 3rd movement.	Thornton, William.	Cain, Ben E.; Cain, Lorene Thornton.	1940	1948-05-09 (May 9, 1948)	Originally for violoncello or clarinet, this recording features clarinet and piano performing the third movement.  Ben E. Cain, clarinet, and Lorene Thornton Cain, piano.	Sonatas (Clarinet and piano); Clarinet and piano music.; Solo instrument music.	1 sound disc (3 min. 30 sec.) : analog, 78 rpm.	sound; text	Compressed to 44.1KHz from 96KHz wav files.	William J. Thornton Music Collection	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/5012.pdf		William J. Thornton Papers, Mss. 2012, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights and copyright are retained by the LSU Libraries. Permission to reproduce or publish must be requested through the Special Collections Division, Louisiana State University Libraries.	See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html	Gift of Katherine Thornton Hore, 2009.	disc-89_sonatina_for_clarinet_and_piano-3rdmovement_1942.mp3																		2011-12-23	2012-10-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll54/id/47	47	48.pdf	/p15140coll54/image/48.pdf
