Title	Author	Date	Physical description	Language	Type	Geographic focus	Subject	Description	Location of originals	Repository Collection	Repository Collection Guide	Contributors	Notes	Publisher	Format	Relation	Rights	Contact and Ordering Information	Cataloged Date	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 3	Moyse, Hermann, 1891-1985	1918 Nov. 28	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/862	862	863.jp2	/p15140coll18/image/863.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 Nov. 28	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/863	863	864.jp2	/p15140coll18/image/864.jp2
Page 5	Moyse, Hermann, 1891-1985	1918 Nov. 28	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/864	864	865.jp2	/p15140coll18/image/865.jp2
Page 6	Moyse, Hermann, 1891-1985	1918 Nov. 28	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/865	865	866.jp2	/p15140coll18/image/866.jp2
Page 7	Moyse, Hermann, 1891-1985	1918 Nov. 28	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/866	866	867.jp2	/p15140coll18/image/867.jp2
Page 8	Moyse, Hermann, 1891-1985	1918 Nov. 28	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/867	867	868.jp2	/p15140coll18/image/868.jp2
Page 1	Moyse, Hermann, 1891-1985	1918 Dec. 2	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/868	868	869.jp2	/p15140coll18/image/869.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 Dec. 2	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/869	869	870.jp2	/p15140coll18/image/870.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 Dec. 2	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/870	870	871.jp2	/p15140coll18/image/871.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 Dec. 2	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/871	871	872.jp2	/p15140coll18/image/872.jp2
Page 5	Moyse, Hermann, 1891-1985	1918 Dec. 2	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/872	872	873.jp2	/p15140coll18/image/873.jp2
Page 6	Moyse, Hermann, 1891-1985	1918 Dec. 2	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/873	873	874.jp2	/p15140coll18/image/874.jp2
Page 7	Moyse, Hermann, 1891-1985	1918 Dec. 2	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/874	874	875.jp2	/p15140coll18/image/875.jp2
Page 8	Moyse, Hermann, 1891-1985	1918 Dec. 2	8 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/875	875	876.jp2	/p15140coll18/image/876.jp2
Page 1	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/876	876	877.jp2	/p15140coll18/image/877.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/877	877	878.jp2	/p15140coll18/image/878.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/878	878	879.jp2	/p15140coll18/image/879.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/879	879	880.jp2	/p15140coll18/image/880.jp2
Page 5	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/880	880	881.jp2	/p15140coll18/image/881.jp2
Page 6	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/881	881	882.jp2	/p15140coll18/image/882.jp2
Page 7	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/882	882	883.jp2	/p15140coll18/image/883.jp2
Page 8	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/883	883	884.jp2	/p15140coll18/image/884.jp2
Page 9	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/884	884	885.jp2	/p15140coll18/image/885.jp2
Page 10	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/885	885	886.jp2	/p15140coll18/image/886.jp2
Page 11	Moyse, Hermann, 1891-1985	1918 Dec. 6	11 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/886	886	887.jp2	/p15140coll18/image/887.jp2
Page 1	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/887	887	888.jp2	/p15140coll18/image/888.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/888	888	889.jp2	/p15140coll18/image/889.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/889	889	890.jp2	/p15140coll18/image/890.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/890	890	891.jp2	/p15140coll18/image/891.jp2
Page 5	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/891	891	892.jp2	/p15140coll18/image/892.jp2
Page 6	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/892	892	893.jp2	/p15140coll18/image/893.jp2
Page 7	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/893	893	894.jp2	/p15140coll18/image/894.jp2
Page 8	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/894	894	895.jp2	/p15140coll18/image/895.jp2
Page 9	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/895	895	896.jp2	/p15140coll18/image/896.jp2
Page 10	Moyse, Hermann, 1891-1985	1918 Dec. 11	10 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/896	896	897.jp2	/p15140coll18/image/897.jp2
Folder 1a-13, Hermann Moyse, Sr. Letters, 1918 Nov. 28-Dec. 11	Moyse, Hermann, 1891-1985	1918	4 letters.	en	correspondence	Tours (France)	World War, 1914-1918	This folder contains four letters from Hermann Moyse to Rosalie Gottlieb from November 28 through December 11, written from Tours, France, where he was working in the Office of the Adjutant General.  In a letter dated November 28, Moyse wishes Gottlieb a happy Thanksgiving, declaring "we can all find plenty today for which to be thankful, for we may even be thankful that those who were taken away gave themselves in so great a cause."  He writes that he has finally fully realized that the war is over and that he is eagerly anticipating his return to Louisiana (December 2).  &lt;br&gt;&lt;br&gt;In a letter from December 6, Moyse mentions having run into eight fellow soldiers from training camp at Fort Logan H. Roots, and marvels at the noticeable change to the town of Gières ("acres and acres of storage warehouses, miles and miles of switches and spurs, an ice plant, with a refrigerating plant attached, bakeries, and heaven only knows what") due to the American presence in the region.  Moyse describes his visit to a local museum in Tours, as well as to the Cathedral of Tours and the Basilique St-Martin.  Although he enjoyed his visit of the town, he relates that he is less interested in 'things' after having experienced war, and while he acknowledges that "war is horrible [and] its sufferings terrible," he does not "believe that a man who has been through it can help but be the better for having seen its horrors" (December 11).	Mss. 4671, Box 1a: 13	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/897	897	898.cpd	/p15140coll18/image/898.cpd
Page 1	Giraudeau, Germaine	1918 Dec. 14	1 page.	fr	correspondence	Charente-Maritime (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/898	898	899.jp2	/p15140coll18/image/899.jp2
Page 2	Giraudeau, Germaine	1918 Dec. 14	1 page.	fr	correspondence	Charente-Maritime (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/899	899	900.jp2	/p15140coll18/image/900.jp2
Page 3	Giraudeau, Germaine	1918 Dec. 14	1 page.	fr	correspondence	Charente-Maritime (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/900	900	901.jp2	/p15140coll18/image/901.jp2
Page 1	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/901	901	902.jp2	/p15140coll18/image/902.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/902	902	903.jp2	/p15140coll18/image/903.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/903	903	904.jp2	/p15140coll18/image/904.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/904	904	905.jp2	/p15140coll18/image/905.jp2
Page 5	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/905	905	906.jp2	/p15140coll18/image/906.jp2
Page 6	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/906	906	907.jp2	/p15140coll18/image/907.jp2
Page 7	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/907	907	908.jp2	/p15140coll18/image/908.jp2
Page 8	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/908	908	909.jp2	/p15140coll18/image/909.jp2
Page 9	Moyse, Hermann, 1891-1985	1918 Dec. 15	9 leaves.	en	correspondence	Tours (France)	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/909	909	910.jp2	/p15140coll18/image/910.jp2
Page 1	Moyse, Hermann, 1891-1985	1918 Dec. 19	10 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/910	910	911.jp2	/p15140coll18/image/911.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 Dec. 19	10 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/911	911	912.jp2	/p15140coll18/image/912.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 Dec. 19	10 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 14	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-08-19	2010-08-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/912	912	913.jp2	/p15140coll18/image/913.jp2
