Title	Author	Date	Physical description	Language	Type	Geographic focus	Subject	Description	Location of originals	Repository Collection	Repository Collection Guide	Contributors	Notes	Publisher	Format	Relation	Rights	Contact and Ordering Information	Cataloged Date	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 10	Moyse, Hermann, 1891-1985	1918 Apr. 20	13 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/542	542	543.jp2	/p15140coll18/image/543.jp2
Page 11	Moyse, Hermann, 1891-1985	1918 Apr. 20	13 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/543	543	544.jp2	/p15140coll18/image/544.jp2
Page 12	Moyse, Hermann, 1891-1985	1918 Apr. 20	13 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/544	544	545.jp2	/p15140coll18/image/545.jp2
Page 13	Moyse, Hermann, 1891-1985	1918 Apr. 20	13 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/545	545	546.jp2	/p15140coll18/image/546.jp2
Folder 1a-07, Hermann Moyse, Sr. Letters, 1918 March 28-April 20	Moyse, Hermann, 1891-1985	1918	4 letters.	en	correspondence	France	World War, 1914-1918	This folder contains four letters from Hermann Moyse to Rosalie Gottlieb, written during his time in France with the 32nd Division, American Expeditionary Forces. &lt;br&gt;&lt;br&gt;Moyse describes his experiences 'installing' French soldiers in various towns (April 6, 1918) and how proud he is of his fellow soldiers who are always willing to take on any task, no matter how menial, without hesitation or complaint (April 14, 1918).  On April 20, 1918, the third-month anniversary of his arrival in France, Moyse describes his arrival in the country from England: the crowd of French children who greeted the soldiers, asking for American coins as souvenirs; the French lady who raised the American flag when she saw the soldiers arrive; and the generally enthusiastic welcome he received.  Moyse also mentions how welcome letters from Gottlieb are, particularly when she writes of "engagements, weddings, [and] scandals."	Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/546	546	547.cpd	/p15140coll18/image/547.cpd
Page 1	Moyse, Hermann, 1891-1985	1918 Apr. 27	7 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/547	547	548.jp2	/p15140coll18/image/548.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 Apr. 27	7 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/548	548	549.jp2	/p15140coll18/image/549.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 Apr. 27	7 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/549	549	550.jp2	/p15140coll18/image/550.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 Apr. 27	7 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/550	550	551.jp2	/p15140coll18/image/551.jp2
Page 5	Moyse, Hermann, 1891-1985	1918 Apr. 27	7 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/551	551	552.jp2	/p15140coll18/image/552.jp2
Page 6	Moyse, Hermann, 1891-1985	1918 Apr. 27	7 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/552	552	553.jp2	/p15140coll18/image/553.jp2
Page 7	Moyse, Hermann, 1891-1985	1918 Apr. 27	7 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/553	553	554.jp2	/p15140coll18/image/554.jp2
Page 1	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/554	554	555.jp2	/p15140coll18/image/555.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/555	555	556.jp2	/p15140coll18/image/556.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/556	556	557.jp2	/p15140coll18/image/557.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/557	557	558.jp2	/p15140coll18/image/558.jp2
Page 5	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/558	558	559.jp2	/p15140coll18/image/559.jp2
Page 6	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/559	559	560.jp2	/p15140coll18/image/560.jp2
Page 7	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/560	560	561.jp2	/p15140coll18/image/561.jp2
Page 8	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/561	561	562.jp2	/p15140coll18/image/562.jp2
Page 9	Moyse, Hermann, 1891-1985	1918 May 5	9 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/562	562	563.jp2	/p15140coll18/image/563.jp2
Page 1	Moyse, Hermann, 1891-1985	1918 May 12	4 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/563	563	564.jp2	/p15140coll18/image/564.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 May 12	4 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/564	564	565.jp2	/p15140coll18/image/565.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 May 12	4 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/565	565	566.jp2	/p15140coll18/image/566.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 May 12	4 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/566	566	567.jp2	/p15140coll18/image/567.jp2
Page 1	Moyse, Hermann, 1891-1985	1918 May 19	10 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/567	567	568.jp2	/p15140coll18/image/568.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 May 19	10 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/568	568	569.jp2	/p15140coll18/image/569.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 May 19	10 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 8	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/569	569	570.jp2	/p15140coll18/image/570.jp2
